line_number,confidence,issue_count,first_issue_line,computed_from_answer,written_in_answer,difference,question,answer
4434,medium,1,"Takas sonrası Carolyn'in bıçak sayısı 6 - 10 = -4 (bu olanaksız, demek ki hesapta bir yanlışlık var)",-4.0,4.0,8.0,"Carolyn 6 bıçak, 12 çatal ve bıçakların üç katı kadar kaşık içeren bir gümüş takımı satın alır. Sonra arkadaşı 10 bıçağı 6 kaşıkla takas ediyor. Carolyn'in gümüş takımının yüzde kaçı bıçaktır?","Başlangıçta Carolyn'in 6 bıçağı, 12 çatalı ve 18 kaşığı vardır (çünkü 6 bıçağın üç katı 18 kaşıktır). Takas sonrası Carolyn'in bıçak sayısı 6 - 10 = -4 (bu olanaksız, demek ki hesapta bir yanlışlık var). Arkadaşı 10 bıçakla takas edebilir, bu yüzden Carolyn'in başlangıçta daha fazla bıçağı olması gerekmektedir. İlk hata burada fark ediliyor.

Eğer Carolyn başlangıçta daha fazla bıçağa sahip olsaydı, diyelim ki başlangıçta 16 bıçak olsaydı (varsayımsal göz atalım), 12 çatal ve 48 kaşık olacaktı (çünkü kaşık sayısı yine bıçakların üç katıdır). Eğer takas 10 bıçak karşılığında olsaydı:

Carolyn:
Başlangıç: 16 bıçak, 12 çatal, 48 kaşık.
Takas sonrası: 16 - 10 = 6 bıçak, 12 çatal, 48 + 6 = 54 kaşık.

O zaman Carolyn'in toplam eşyaları: 6 bıçak + 12 çatal + 54 kaşık = 72 parça.

Bu durumda, bıçakların yüzde oranı:
(6 bıçak / 72 parça) * 100 = %8.3."
4439,medium,1,Lazlo'nun şekerlemesi: 4 pound - 6 ons = 4 × 16 - 6 = 64 - 6 = 58 ons.,-2.0,58.0,60.0,"Marina'nın 4,5 pound şekerlemesi vardı. Lazlo'nun 4 pound şekerlemeden 6 ons daha az şekerlemesi vardı. Marina'nın Lazlo'dan kaç ons daha fazla şekerlemesi vardı?","1 pound 16 ons olduğuna göre:

Marina'nın şekerlemesi: 4.5 pound = 4.5 × 16 = 72 ons.

Lazlo'nun şekerlemesi: 4 pound - 6 ons = 4 × 16 - 6 = 64 - 6 = 58 ons.

Marina'nın Lazlo'dan kaç ons daha fazla şekerlemesi olduğunu bulmak için: 72 - 58 = 14 ons.

Marina'nın Lazlo'dan 14 ons daha fazla şekerlemesi vardı."
4564,medium,1,- Fen: 90 - \(\frac{1}{3}\) = 90 - 30 = 60,89.66666666666667,60.0,29.66666666666667,"Eva bir yıl içinde iki dönem öğrenim görüyor. 2019'da, ilk dönem matematikten ikinci döneme göre on puan daha fazla, sanattan 15 puan daha az ve fen bilimlerinden ilk dönem ikinci döneme göre 1/3 puan daha az aldı. İkinci yarıyılda matematikten 80, sanattan 90 ve fenden 90 not aldıysa, tüm yarıyıllardaki notlarının toplamı kaçtır?","Eva'nın birinci dönemde aldığı notları hesaplamamız gerekiyor. İkinci dönemde aldığı notlara göre birinci dönemde aldığı notlar şu şekildedir:

- Matematik: 80 + 10 = 90
- Sanat: 90 - 15 = 75
- Fen: 90 - \(\frac{1}{3}\) = 90 - 30 = 60

Tüm test skorlarının toplamını bulalım:

Birinci dönem notları:
- Matematik: 90
- Sanat: 75
- Fen: 60

İkinci dönem notları:
- Matematik: 80
- Sanat: 90
- Fen: 90

Bu notları toplarsak:
- Birinci dönem toplamı: 90 + 75 + 60 = 225
- İkinci dönem toplamı: 80 + 90 + 90 = 260

Tüm notlarının toplamı:
225 + 260 = 485

Buna göre, Eva'nın tüm dönemlerde aldığı notların toplamı 485'tir."
4648,medium,1,10 aşı * 45 dolar/aşı + doktor ziyareti 250 dolar = 450 dolar + 250 dolar = 700 dolar.,1.8,700.0,698.2,Tom Barbados'u ziyaret etmek istiyor.  Gitmek için 10 farklı aşı yaptırması ve bir doktor ziyareti gerekiyor.  Aşıların her biri 45 dolar ve doktor ziyareti 250 dolar tutuyor ancak sigorta bu tıbbi faturaların %80'ini karşılayacak.  Seyahatin kendisi 1200 dolara mal oldu.  Ne kadar ödemesi gerekecek?,"Tom'un toplam tıbbi faturası şu şekilde hesaplanır:
10 aşı * 45 dolar/aşı + doktor ziyareti 250 dolar = 450 dolar + 250 dolar = 700 dolar.

Sigorta bu faturaların %80'ini karşılayacaktır, dolayısıyla Tom'un cebinden ödeyeceği kısım:
700 dolar * %20 = 140 dolar.

Seyahat masrafıyla birlikte toplam ödeme:
140 dolar + 1200 dolar = 1340 dolar.

Dolayısıyla, Tom'un ödemesi gereken toplam tutar 1340 dolardır."
4829,medium,1,10 pound * 0.454 = 4.54 kilogram.,4540.0,4.54,4535.46,Christine ve Rachel çilek toplamaya gittiler.  Turta yapmak istiyorlar ve turta başına 3 kilo çileğe ihtiyaçları var.  Christine 10 pound çilek topladı ve Rachel da onun iki katı kadar topladı.  Birlikte kaç turta yapabilirler?,"Öncelikle Christine 10 pound çilek toplamış. 1 pound yaklaşık 0.454 kilogramdır, bu nedenle Christine'in topladığı çilek miktarını kilogram cinsinden hesaplamamız gerekiyor:
10 pound * 0.454 = 4.54 kilogram.

Rachel, Christine'in iki katı kadar çilek topladığı için:
2 * 4.54 = 9.08 kilogram çilek toplamış.

Birlikte topladıkları çilek miktarı:
4.54 + 9.08 = 13.62 kilogram.

Bir turta yapmak için 3 kilogram çilek gerektiğini biliyoruz. Bu nedenle yapabilecekleri turta sayısını hesaplayalım:
13.62 kilogram / 3 kilogram/turta = 4.54 turta.

Turta sayısını tam sayı olarak verebilmek için virgülden sonrasını atarız. Sonuç olarak birlikte 4 turta yapabilirler."
4853,low,2,\text{Ortalama sıcaklık} = \frac{(-14) + (-8) + 1}{3} = \frac{-21}{3} = -7,-21.666666666666668,-7.0,14.666666666666668,"Bucyrus, Ohio için üç günlük sıcaklıklar kaydedilmiştir. Sıcaklıklar -14 derece Fahrenheit, -8 derece Fahrenheit ve +1 derece Fahrenheit idi. Kaydedilen 3 günde Bucyrus, Ohio'da ortalama derece sayısı (Fahrenheit) kaçtı?","Kaydedilen üç günlük sıcaklık ortalamasını hesaplamak için, sıcaklıkları toplar ve üçe böleriz:

\[
\text{Ortalama sıcaklık} = \frac{(-14) + (-8) + 1}{3} = \frac{-21}{3} = -7
\]

Dolayısıyla, Bucyrus, Ohio'da üç gün boyunca kaydedilen ortalama sıcaklık -7 derece Fahrenheit idi."
5011,medium,1,Hamburger fiyatı + 6 dolar + 4 dolar = 15 dolar,10.0,15.0,5.0,"Benjamin akşam yemeği için bir şeyler almak üzere McDonald's'a gitti. Bir salata, bir hamburger ve iki paket patates kızartması aldı. Toplam 15 dolar ödedi. Bir paket patates kızartması 2 dolar ve salata bunun üç katı ise hamburger ne kadara mal olmuştur?","Bir paket patates kızartması 2 dolarsa, iki paket patates kızartması 2 * 2 = 4 dolar eder. Salata bunun üç katıysa, salata 3 * 2 = 6 dolar eder.

Toplamda 15 dolar ödediğine göre:
Hamburger fiyatı + Salata fiyatı + Patates kızartmaları fiyatı = 15 dolar
Hamburger fiyatı + 6 dolar + 4 dolar = 15 dolar
Hamburger fiyatı + 10 dolar = 15 dolar

Hamburger fiyatı = 15 dolar - 10 dolar
Hamburger fiyatı = 5 dolar

Hamburger 5 dolara mal olmuştur."
5032,medium,1,24 $ - 27 $ = 3 $ tasarruf edersiniz.,-3.0,3.0,6.0,"Simitlerin tanesi 2,25 $ veya bir düzine 24 $. Bir seferde bir düzine satın alarak simit başına sent cinsinden ne kadar tasarruf edilir?","Bir düzine simit aldığınızda:

2,25 $ (tek fiyat) * 12 = 27 $ (düzine fiyatı)

24 $ - 27 $ = 3 $ tasarruf edersiniz.

Bir düzine simitte 12 simit olduğuna göre, simit başına tasarruf:
3 $ / 12 = 0,25 $ ya da 25 sent.

Yani, simit başına 25 sent tasarruf edersiniz."
5147,low,1,"600 mil / 270 mil = 2.22. Yakıt doldurma işlemini tam yolculuk boyunca 2 kez yapacaktır (çünkü üçüncü doldurma ancak 540. mile kadar gerekir, bu yüzden üçüncü doldurma gerekmez).",2.2222222222222223,2.22,0.0022222222222221255,"Jeremy ailesini ziyaret etmek için 600 mil yol kat ediyor. Bu yolculuk için ortalama hızı saatte 50 mil. Her iki saatlik sürüşte bir 15 dakika mola veriyor. Arabası galon başına 18 mil benzin alıyor ve benzin göstergesi 15 galon kullandığında yanıyor, bu noktada yeniden doldurmak için duruyor ve bu da 10 dakika sürüyor. Deposu dolu olarak yola çıkarsa, ailesinin evine varması dakika cinsinden ne kadar sürer?","Jeremy'nin ailesini ziyaret etmek için 600 mil yol kat etmesi gerekiyor. Ortalama hızı saatte 50 mil. Her iki saatte bir 15 dakika mola veriyor ve arabası galon başına 18 mil benzin alıyor. Benzin göstergesi 15 galon kullandığında yanıyor ve bu da her 270 milde bir (15 galon x 18 mil/galon) yakıt ikmali gerektiği anlamına geliyor. Yakıt doldurma işlemi her seferinde 10 dakika sürüyor.

İlk olarak toplam sürüş süresini hesaplayalım:
600 mil / 50 mil/sa = 12 saat.

Şimdi mola sürelerini hesaplayalım:
12 saatlik sürüş sırasında her 2 saatte bir mola verirse:
12 saat / 2 saat = 6 mola.
Her mola 15 dakika = 6 mola x 15 dakika = 90 dakika.

Şimdi yakıt doldurma molalarını hesaplayalım:
600 mil / 270 mil = 2.22. Yakıt doldurma işlemini tam yolculuk boyunca 2 kez yapacaktır (çünkü üçüncü doldurma ancak 540. mile kadar gerekir, bu yüzden üçüncü doldurma gerekmez).
2 doldurma x 10 dakika = 20 dakika.

Toplam süre:
Sürüş süresi: 12 saat (720 dakika)
Mola süreleri: 90 dakika
Yakıt doldurma süreleri: 20 dakika

Toplam süre:
720 + 90 + 20 = 830 dakika

Dolayısıyla, Jeremy'nin ailesinin evine varması 830 dakika sürer."
5183,medium,2,1/6 - 1/4 = 2/12 - 3/12 = -1/12,-0.08333333333333334,0.08333333333333333,0.16666666666666669,"Bir yüzme havuzu, havuzun altındaki bir giderden boşaltılmakta ve üstündeki bir hortumla doldurulmaktadır. Gider havuzu 4 saatte boşaltabilir ve hortum havuzu 6 saatte doldurabilir. Havuzda 120 litre su bulunmaktadır. Havuz su ile dolmaya başlarsa, 3 saat sonra ne kadar su kalır?","Hortum havuzu 1 saatte doluyorsa, saatte 1/6 oranında havuzu doldurur. Gider ise havuzu 1 saatte boşalıyorsa, saatte 1/4 oranında havuzu boştur.

1 saatte:
- Hortum havuza su ekler: 1/6
- Gider havuzdan su çeker: 1/4

Bu ikisinin toplamı:
1/6 - 1/4 = 2/12 - 3/12 = -1/12

Bu, saatte havuzun boşaldığını gösterir, yani her saat havuzun 1/12’si boşalır.

Başlangıçta 120 litre su olduğuna göre, havuzun tam kapasitesi 120 x 12 = 1440 litredir.

1 saatte boşalan su:
1440 / 12 = 120 litre

3 saatte toplam boşalan su:
120 x 3 = 360 litre

Başlangıçta 120 litre su vardı:
120 - 360 = -240 litre

Bu hesaplar başlangıçtaki suyun hızlı olduğundan zamanla su azalmaktadır.

Fakat başlangıçta 120 litrelik suyun ortadan kalkmasını sağlıyor. Bu süreçte yerleştirilmiş 120 lira su.

Başlangıçta 120 litre su vardır, bu doğru işler yoluyla yazdıkları 3 saat 30 litre suyun içinde olacak."
5188,low,1,130 - 15 = 3 * maliyet,115.0,3.0,112.0,"Büyücüler Parkı'ndayken Kate biri kendisi, ikisi de arkadaşları için olmak üzere 3 sihirli değnek satın alır. Döndüğünde asaları arkadaşlarına ödediğinden 5 dolar fazlasına satar. Satıştan sonra 130 dolar topladıysa, her bir asa kaç paraya mal olmuştur?","Her bir sihirli değneğin maliyetini hesaplamak için şöyle yapabiliriz:

Kate 3 adet sihirli değnek aldı ve bunları arkadaşlarına maliyetinin 5 dolar fazlasına sattı. Toplamda 130 dolar topladığına göre:

130 = 3 * (maliyet + 5)

Bu denklemi çözelim:

130 = 3 * maliyet + 15

130 - 15 = 3 * maliyet

115 = 3 * maliyet

maliyet = 115 / 3

maliyet = 38.33 dolar

Her bir sihirli değneğin maliyeti 38.33 dolardır."
5227,medium,1,-36 + 13 + (-15) + (-10) = -48,24.0,48.0,24.0,"Wayupnorth, Kanada için dört günlük sıcaklıklar kaydedilmiştir. Sıcaklıklar şöyleydi: -36 derece Fahrenheit, +13 derece Fahrenheit, -15 derece Fahrenheit ve -10 derece Fahrenheit. Wayupnorth, Kanada'da kaydedilen 4 günde ortalama kaç derece (Fahrenheit) ölçüldü?","Ortalama sıcaklığı bulmak için sıcaklıkların toplamını gün sayısına böleriz.

-36 + 13 + (-15) + (-10) = -48

Bu toplamı dört güne bölersek:

-48 ÷ 4 = -12

Ortalama sıcaklık -12 derece Fahrenheit olarak ölçüldü."
5295,medium,1,"Arabasının yakıt tüketimi 30 mil/galon olduğuna göre, haftada 240 mil / 30 mpg = 8 galon benzin kullanıyor.",0.004166666666666667,8.0,7.995833333333334,John'un arabası 30 mpg yakıyor.  Haftada 5 gün işe her yönden 20 mil gidiyor.  Ayrıca haftada 40 mil daha boş zamanlarında seyahat ediyor. Haftada kaç galon benzin kullanıyor?,"John haftada toplam 240 mil yol kat ediyor (işe gidip gelmek için 20 mil x 2 yön x 5 gün + boş zaman seyahati için 40 mil). Arabasının yakıt tüketimi 30 mil/galon olduğuna göre, haftada 240 mil / 30 mpg = 8 galon benzin kullanıyor."
5385,low,1,1 pound / 16 = 1 ons,0.0625,1.0,0.9375,"Pauly buz küpleri yapıyor. Yarım kilo küpe ihtiyacı var. 2 ons suyun 1 küp yaptığını ve her bir küpün bir poundun 1/16'sı ağırlığında olduğunu biliyor. 10 küp yapmak 1 saatini alıyor. Buz makinesinin çalıştığı her saat 1,50 dolara mal oluyor. Her bir ons su 0,10 dolara mal oluyor. Tüm buzu yapmak ne kadara mal olacak?","Öncelikle ihtiyacınız olan buz miktarını hesaplayalım:
1 pound = 16 ons olduğuna göre, yarım kilo 1 pounda eşittir.

Her bir buz küpü 1 poundun 1/16'sı ağırlığındaysa:
1 pound / 16 = 1 ons
Böylece yarım kilo, 16 buz küpü ağırlığındadır (1/16 x 16 = 1 pound).

Yani 16 buz küpüne ihtiyacınız var.

Şimdi, 16 buz küpü yapmak için gereken zamanı hesaplayalım:
10 küp yapmak 1 saat sürüyor, bu durumda 16 küp yapmak 1.6 saat sürer.

Makine çalışmasının maliyeti:
1.6 saat x 1.50 dolardan = 2.40 dolar

Gerekli su miktarı:
Her 1 küp için 2 ons su gerektiyse, 16 küp için:
16 x 2 ons = 32 ons su

Suyun maliyeti:
32 ons x 0.10 dolardan = 3.20 dolar

Toplam maliyet:
Makine maliyeti + Su maliyeti = 2.40 dolar + 3.20 dolar = 5.60 dolar

Yani tüm buzu yapmak 5.60 dolara mal olacak."
5688,medium,1,1 kg * (2/3) = 2/3 kg = 666.67 gram (yaklaşık 2 paket),0.6666666666666666,666.67,666.0033333333333,"Bir mağazada üç çeşit peynir vardır: beyaz, İsviçre ve mavi peynir. Her peynir paketlenmiştir ve her pakette 200 gram peynir vardır. Paket fiyatları beyaz peynir için 5 dolar, İsviçre peyniri için 6 dolar ve mavi peynir için 8 dolar. Miley'nin partisi için biraz peynir alması gerekiyordu ve 5 paket İsviçre peyniri, 600 gram mavi peynir ve üçte bir oranında daha az beyaz peynir almaya karar verdi. Tüm peynirler için ne kadar ödemesi gerekiyordu?","Miley'in peynirler için ödemesi gereken toplam miktarı hesaplayalım.

Öncelikle, aldıkları peynir miktarlarını öğrenelim:
- 5 paket İsviçre peyniri (her biri 200 gram):
  5 paket * 200 gram = 1000 gram = 1 kg

- 600 gram mavi peynir (bu paketlerin gram cinsinden ödeme miktarından bağımsız olarak doğrudan gram miktarı verilmiştir)

- Beyaz peynir miktarı: İsviçre peynirinin üçte biri kadar daha az:
  1 kg * (2/3) = 2/3 kg = 666.67 gram (yaklaşık 2 paket)

Şimdi toplam maliyeti hesaplayalım:

- İsviçre peyniri maliyeti:
  5 paket * 6 dolar/paket = 30 dolar

- Mavi peynir maliyeti:
  600 gram = 3 paket (çünkü her paket 200 gram)
  3 paket * 8 dolar/paket = 24 dolar

- Beyaz peynir maliyeti:
  Yaklaşık 2 paket
  2 paket * 5 dolar/paket = 10 dolar

Toplam maliyet:
30 dolar + 24 dolar + 10 dolar = 64 dolar

Miley toplamda 64 dolar ödemelidir."
5746,medium,1,- Hunter: 1.5 * (Ella + Emma + Luke) = 1.5 * (2 + 2 + 4) = 1.5 * 8 = 12 / 2 = 6 sosisli,12.0,6.0,6.0,"Matthew çocuklarına akşam yemeği için kaç tane sosisli sandviç istediklerini sordu.  Ella ve Emma ikişer sosisli sandviç istediklerini söylediler.  Luke kardeşlerinin iki katı kadar sosisli yiyebileceğini söylerken, Hunter kardeşlerinin toplam miktarının sadece 1 buçuk katını yiyebileceğini söyledi.  Matthew'un kaç tane sosisli pişirmesi gerekiyordu?","Matthew'un toplam 14 sosisli sandviç pişirmesi gerekiyor.

- Ella: 2 sosisli
- Emma: 2 sosisli
- Luke: 2 * (Ella + Emma) = 2 * 2 = 4 sosisli
- Hunter: 1.5 * (Ella + Emma + Luke) = 1.5 * (2 + 2 + 4) = 1.5 * 8 = 12 / 2 = 6 sosisli

Toplam: 2 + 2 + 4 + 6 = 14 sosisli sandviç"
5749,medium,2,200 kar külahı * 75 cent = 200 * 0.75 = 150 dolar,15000.0,150.0,14850.0,"Todd, kar konisi standı açmak için kardeşinden 100 dolar borç aldı. Mümkün olan en kısa sürede ona 110$ geri ödemek zorundadır. Todd, kar külahı malzemeleri için 75 dolar harcadı. Bunlardan 200 tanesini tanesi 75 dolardan satıyor. Kardeşine geri ödedikten sonra Todd'un ne kadar parası olur?","Todd'un başlangıç geliri şöyle hesaplanabilir:
200 kar külahı * 75 cent = 200 * 0.75 = 150 dolar

Harcamaları:
- Malzemeler: 75 dolar
- Kardeşine geri ödeme: 110 dolar

Toplam harcaması:
75 + 110 = 185 dolar

Toplam geliri:
150 dolar

Net zarar/kar:
150 - 185 = -35 dolar (Todd'un 35 dolar borcu olur)"
5756,medium,1,Toplamda: 60 + 70 = 90 hayvan.,130.0,90.0,40.0,Aubree okula giderken bir ağacın yanında 20 kunduz ve 40 sincap gördü ve kendisini gördüklerinde onları korkutarak kaçırdı. Okuldan dönerken kunduzların sayısının iki katına çıktığını ve sincapların sayısının 10 azaldığını fark etti. O gün gördüğü toplam hayvan sayısı kaçtır?,"O gün Aubree toplamda 90 hayvan gördü.

İlk olarak sabah 20 kunduz ve 40 sincap (toplamda 60 hayvan) gördü.
Okuldan dönerken kunduzların sayısı iki katına çıkmış yani 40 olmuş ve sincapların sayısı 10 azalmış yani 30 olmuş. Böylece akşam 70 hayvan görmüş oldu.

Toplamda: 60 + 70 = 90 hayvan."
5759,low,1,528 / 36 = 14.66,14.666666666666666,14.66,0.0066666666666659324,"Caitlin her hafta sonu çiftçi pazarında satmak için bilezikler yapıyor. Her bileklikte büyük boncukların iki katı kadar küçük boncuk kullanılıyor. Her bilezikte 12 büyük boncuk kullanılıyorsa ve Caitlin'in eşit miktarda büyük ve küçük boncuktan oluşan 528 boncuğu varsa, bu hafta sonu için kaç bilezik yapabilir?","Caitlin her bilezik için 12 büyük boncuk kullanıyor ve küçük boncukların sayısı büyük boncukların iki katı olduğundan, her bilezikte 24 küçük boncuk kullanılıyor.

Toplamda bir bilezik:
12 büyük boncuk + 24 küçük boncuk = 36 boncuktur.

Caitlin, 528 boncukla kaç bilezik yapabileceğini bulmak için toplam boncuk sayısını bir bilezik için gereken boncuk sayısına böleriz:
528 / 36 = 14.66

Tam bilezik yapabileceği için 14 bilezik yapabilir."
5760,medium,1,\[ \frac{93 + 95 + 91}{3} = 93 \],218.33333333333334,93.0,125.33333333333334,"6. sınıfların ortalama not ortalaması 93, 7. sınıfların 6. sınıflardan 2 fazla ve 8. sınıfların ortalama not ortalaması 91'dir.  Okul için ortalama not ortalaması nedir?","Genel not ortalaması hesabı için her sınıf seviyesinin ortalama notunu ve aynı sınıf seviyesindeki öğrenci sayısını bilmemiz gereklidir. Ancak bu soruda toplam öğrenci sayısı veya her sınıf seviyesindeki öğrenci sayısı belirtilmemiştir.

Eğer öğrenci sayıları eşit kabul edilirse, genel not ortalamasını bulmak için direkt olarak ortalamaları toplayıp, seviyelere bölebiliriz:
\[ \frac{93 + 95 + 91}{3} = 93 \]

Bu durumda, okul için ortalama not ortalaması 93 olur. Ancak bu açık bir varsayıma dayanmaktadır. Her sınıfın öğrenci sayıları eşit değilse, sonuç buna göre değişecektir."
5878,low,1,5600 metrekare * 10.7639 fit kare/metrekare = 60278.4 fit kare,60277.84,60278.4,0.5600000000049477,"Amanda, belediyenin parka dönüştürdüğü yeni bir arsayı kaplamak için kaç torba çim tohumu alması gerektiğini hesaplıyor. Arsa 120 metreye 60 metre ölçülerinde. Arazinin 40 metreye 40 metre ölçülerindeki bir bölümü betonla kaplanacak ve geri kalanının çim tohumlarıyla kaplanması gerekiyor. Her bir çim tohumu torbası 56 fit kareyi kaplamaktadır. Amanda'nın kaç torba çim tohumuna ihtiyacı vardır?","Öncelikle toplam arsa alanını hesaplayalım:
120 metre * 60 metre = 7200 metrekare

Betonla kaplanacak alan:
40 metre * 40 metre = 1600 metrekare

Çimle kaplanacak alan:
7200 metrekare - 1600 metrekare = 5600 metrekare

Şimdi, bu alanı fit kareye çevirmemiz gerekiyor. 1 metrekare = 10.7639 fit kare olduğundan:
5600 metrekare * 10.7639 fit kare/metrekare = 60278.4 fit kare

Her bir çim tohumu torbası 56 fit kareyi kapladığı için, ihtiyacı olan torba sayısı:
60278.4 fit kare / 56 fit kare/torba ≈ 1076 torba

Amanda'nın 1076 torba çim tohumuna ihtiyacı vardır."
5991,low,1,40 / 1.5 = 26.67 ≈ 27 yaş,26.666666666666668,26.67,0.0033333333333338544,"John, John'un annesinden 4 yaş büyük olan babasından yarım kat daha gençtir. John'un babası 40 yaşındaysa, John ile annesi arasındaki yaş farkı kaçtır?","John’un babası 40 yaşındaysa ve John, babasından yarım kat daha gençse, John’un yaşı:

40 / 1.5 = 26.67 ≈ 27 yaş

John’un annesi, babasından 4 yaş küçüktür:

40 - 4 = 36 yaş

John ile annesi arasındaki yaş farkı:

36 - 27 = 9 yaş

Sonuç olarak, John ile annesi arasındaki yaş farkı 9 yıldır."
6128,medium,1,Toplam: 1 + 4 + 8 + 24 = 35 hayvan,37.0,35.0,2.0,Bir köpek bir tarlada koşar ve ona 4 kediden oluşan bir grup katılır. Her kediye 2 tavşan ve her tavşana 3 yabani tavşan katılıyor. Tarlada kaç hayvan koşmaktadır?,"Tarlada toplam 35 hayvan koşmaktadır.

Hesaplama:
- 1 köpek
- 4 kedi
- Her kediye 2 tavşan: 4 kedi * 2 tavşan = 8 tavşan
- Her tavşana 3 yabani tavşan: 8 tavşan * 3 yabani tavşan = 24 yabani tavşan

Toplam: 1 + 4 + 8 + 24 = 35 hayvan"
6199,medium,1,Hızını yüzde kırk artırdığında yeni hızı 40 * 1.4 = 56 metre/5 saniye olur,56.0,11.2,44.8,"Georgie bir futbol takımında birinci sınıf oyuncusudur. 5 saniye içinde 40 metre koşabiliyor. Eğer hızını yüzde kırk artırabilirse, 10 saniye içinde kaç metre koşabilir?",Hızını yüzde kırk artırdığında yeni hızı 40 * 1.4 = 56 metre/5 saniye olur. Bu hızla 10 saniye koştuğunda 56 * 2 = 112 metre koşabilir.
6430,medium,1,858 / 6 + 1 = 143,144.0,143.0,1.0,Bir şirket 900 metrelik bir yolu çitle kaplıyor. Her 6 metrede bir çit direği yerleştiriliyor. Yolun tamamı 42 metrelik bir köprü dışında çitle kaplanmıştır. Tüm yol boyunca her iki tarafa kaç çit direği yerleştirilecektir?,"İlk olarak, 42 metrelik köprü hariç tutulduğunda çit direklerinin yerleştirileceği mesafe 900 - 42 = 858 metredir.

Her 6 metrede bir çit direği yerleştirildiğine göre, yolun bir tarafı boyunca yerleştirilecek direk sayısı:
858 / 6 + 1 = 143
(Ortak direkler yerleştirildiği için bir tane daha ekliyoruz.)

Her iki taraf için bu direk sayısı iki katına çıkar:
143 * 2 = 286

Dolayısıyla, yol boyunca her iki tarafa toplamda 286 çit direği yerleştirilecektir."
6454,low,1,Ortalama sıcaklık ise (80 + 90 + 65) / 3 = 78.33 dereceydi.,78.33333333333333,78.33,0.0033333333333303017,"Haziran 2020'de New York'ta sıcaklık 80 dereceydi. O gün Miami'deki sıcaklık New York'taki sıcaklıktan 10 derece daha sıcak ve San Diego'daki sıcaklıktan 25 derece daha soğuksa, üç şehir için ortalama sıcaklık neydi?","New York'ta sıcaklık 80 dereceydi. Miami'deki sıcaklık 90 derece (80 + 10), San Diego'daki sıcaklık ise 65 derece (90 - 25).

Ortalama sıcaklık ise (80 + 90 + 65) / 3 = 78.33 dereceydi."
6512,medium,1,36 * (3/2) = 24 çubuk.,54.0,24.0,30.0,"Simon, Gerry ve Micky el yapımı minyatür sallarla bir yarış yapmak isterler. Simon'ın salının 36 çubuğa ihtiyacı var, Gerry'nin salının Simon'ın ihtiyacının üçte ikisi kadar çubuğa ihtiyacı var ve Micky'nin salının Simon ve Gerry'nin sallarının toplamından 9 çubuk daha fazla çubuğa ihtiyacı var. Üç çocuğun toplamda kaç çubuk toplaması gerekir?","Simon'ın salı için 36 çubuk gerekiyor.

Gerry'nin salı için gereken çubuk sayısı:
36 * (3/2) = 24 çubuk.

Micky'nin salı için gereken çubuk sayısı:
36 + 24 + 9 = 69 çubuk.

Toplamda gereken çubuk sayısı:
36 + 24 + 69 = 129 çubuk.

Üç çocuğun toplamda 129 çubuk toplaması gerekir."
6581,medium,1,2 kaset × 9 dolar/kaset + 25 dolar = 2 × 9 + 25 = 18 + 25 = 43 dolar.,0.72,43.0,42.28,Amanda hediye olarak 50 dolar aldı. Her biri 9 dolar olan iki kaset ve 25 dolar olan bir kulaklık seti almayı planlıyor. Ne kadar parası kalacaktır?,"Amanda'nın alacağı kasetler ve kulaklık setinin toplam maliyeti:
2 kaset × 9 dolar/kaset + 25 dolar = 2 × 9 + 25 = 18 + 25 = 43 dolar.

Amanda'nın başlangıçtaki parası 50 dolar olduğuna göre:
50 dolar - 43 dolar = 7 dolar.

Amanda'nın 7 doları kalacaktır."
6622,medium,2,99.1 + 98.2 + 98.7 + 99.3 + 99.8 + 99.0 + 98.9 = 692.0,693.0,692.0,1.0,"Berry hafta boyunca ortalama sıcaklığının ne olduğunu merak ediyor. Pazar günü ateşi 99.1'dir. Pazartesi günü ateşi 98,2'dir. Salı günü ateşi 98.7. Çarşamba günü ateşi 99.3. Perşembe günü ateşi 99.8. Cuma günü ateşi 99. Cumartesi günü ateşi 98,9. O haftaki ortalama ateşi kaçtır?","Berry'nin hafta boyunca ortalama ateşini hesaplamak için tüm günlerdeki ateşlerini toplamak ve gün sayısına bölmek gerekiyor. Ateş değerleri şöyledir:

- Pazar: 99.1
- Pazartesi: 98.2
- Salı: 98.7
- Çarşamba: 99.3
- Perşembe: 99.8
- Cuma: 99.0
- Cumartesi: 98.9

Bu değerleri toplarsak:

99.1 + 98.2 + 98.7 + 99.3 + 99.8 + 99.0 + 98.9 = 692.0

Bu toplamı gün sayısına bölersek (7 gün):

692.0 / 7 = 98.857

Berry'nin hafta boyunca ortalama ateşi 98.857 derece Fahrenheit'tir."
